ImageId,EncodedPixels
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,"[13471, 6, 13725, 11, 13979, 14, 14234, 16, 14489, 17, 14745, 18, 15000, 19, 15256, 19, 15512, 19, 15768, 19, 16024, 19, 16280, 19, 16536, 19, 16792, 18, 17049, 16, 17305, 16, 17561, 15, 17818, 13, 18075, 12, 18331, 11, 18589, 7]"
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,"[33568, 7, 33821, 12, 34075, 14, 34329, 17, 34584, 19, 34839, 20, 35094, 21, 35350, 21, 35606, 21, 35862, 21, 36118, 21, 36374, 21, 36630, 21, 36887, 19, 37143, 18, 37400, 16, 37657, 13, 37915, 8]"
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,"[35903, 9, 36155, 14, 36409, 16, 36664, 17, 36919, 19, 37174, 20, 37430, 20, 37686, 20, 37942, 21, 38198, 21, 38454, 21, 38711, 19, 38967, 19, 39223, 19, 39480, 18, 39736, 18, 39993, 16, 40250, 14, 40508, 12, 40767, 7]"
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,"[18459, 5, 18713, 12, 18968, 15, 19223, 17, 19479, 18, 19734, 19, 19989, 20, 20245, 21, 20501, 21, 20756, 22, 21012, 22, 21268, 22, 21524, 21, 21781, 20, 22037, 20, 22294, 19, 22550, 19, 22808, 17, 23066, 14, 23325, 8]"
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,"[27349, 9, 27603, 15, 27858, 19, 28114, 19, 28369, 21, 28625, 21, 28881, 21, 29137, 21, 29393, 20, 29649, 20, 29905, 20, 30161, 20, 30417, 19, 30674, 18, 30930, 17, 31187, 15, 31443, 14, 31700, 12, 31957, 10, 32215, 7]"
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,"[36543, 3, 36797, 6, 37053, 7, 37308, 9, 37564, 10, 37820, 11, 38075, 13, 38331, 13, 38587, 13, 38842, 14, 39098, 14, 39354, 14, 39610, 14, 39866, 14, 40122, 14, 40379, 12, 40635, 10, 40894, 4]"
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,"[46057, 8, 46309, 13, 46563, 15, 46818, 17, 47074, 18, 47329, 20, 47585, 20, 47841, 21, 48097, 21, 48353, 21, 48609, 21, 48865, 21, 49122, 19, 49378, 19, 49635, 17, 49891, 17, 50148, 15, 50405, 13, 50662, 12, 50920, 8]"
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,"[45249, 6, 45504, 8, 45759, 10, 46014, 12, 46270, 13, 46526, 14, 46782, 15, 47038, 16, 47294, 17, 47550, 17, 47806, 18, 48062, 18, 48318, 18, 48574, 18, 48830, 18, 49086, 18, 49342, 18, 49599, 17, 49855, 17, 50112, 15, 50369, 14, 50627, 11, 50884, 8, 51143, 3]"
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,"[34213, 8, 34467, 12, 34722, 14, 34977, 16, 35232, 18, 35488, 19, 35744, 19, 36000, 20, 36256, 20, 36511, 22, 36767, 22, 37023, 22, 37280, 21, 37536, 21, 37792, 21, 38048, 20, 38304, 20, 38561, 19, 38817, 18, 39073, 17, 39330, 15, 39586, 14, 39843, 12, 40100, 8]"
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,"[29505, 14, 29760, 16, 30015, 17, 30269, 19, 30524, 20, 30780, 20, 31036, 20, 31292, 20, 31548, 20, 31804, 20, 32061, 19, 32317, 19, 32574, 18, 32831, 16, 33088, 15, 33349, 9, 33607, 6, 33865, 3]"
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,"[35706, 5, 35960, 8, 36214, 11, 36468, 14, 36723, 16, 36978, 17, 37234, 18, 37490, 18, 37745, 19, 38001, 19, 38257, 19, 38513, 19, 38769, 19, 39025, 18, 39281, 18, 39537, 18, 39793, 18, 40050, 17, 40306, 16, 40562, 16, 40819, 14, 41076, 12, 41332, 10, 41591, 3]"
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,"[44801, 5, 45057, 6, 45313, 6, 45569, 6, 45825, 6, 46081, 6, 46337, 6, 46593, 6, 46849, 7, 47105, 7, 47361, 6, 47617, 6, 47873, 6, 48129, 6, 48385, 6, 48641, 6, 48897, 5, 49153, 5, 49409, 4, 49665, 4, 49921, 3, 50177, 1]"
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,"[13180, 7, 13434, 11, 13689, 13, 13944, 15, 14200, 17, 14455, 19, 14711, 19, 14967, 19, 15223, 19, 15479, 19, 15735, 19, 15991, 19, 16248, 17, 16504, 17, 16761, 15, 17018, 13, 17276, 10]"
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,"[50334, 4, 50589, 7, 50845, 8, 51101, 9, 51356, 10, 51612, 10, 51868, 10, 52125, 9, 52382, 8, 52639, 6, 52896, 4]"
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,"[16499, 5, 16753, 8, 17007, 11, 17261, 15, 17516, 19, 17772, 22, 18028, 23, 18284, 24, 18540, 24, 18796, 24, 19053, 23, 19309, 23, 19566, 22, 19822, 22, 20079, 21, 20335, 21, 20592, 20, 20848, 20, 21105, 19, 21362, 17, 21619, 15, 21876, 13, 22133, 11, 22392, 6]"
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,"[37889, 1, 38145, 1, 38401, 2, 38657, 3, 38913, 3, 39169, 3, 39425, 4, 39681, 4, 39937, 4, 40193, 4, 40449, 4, 40705, 4, 40961, 4, 41217, 3, 41473, 3, 41729, 3, 41985, 2, 42241, 1]"
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,"[22017, 5, 22273, 7, 22529, 8, 22785, 9, 23041, 9, 23297, 10, 23553, 10, 23812, 7, 24068, 7, 24324, 7, 24581, 6, 24837, 5, 25093, 5]"
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,"[5522, 4, 5777, 5, 6033, 5, 6290, 4, 6546, 3]"
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,"[6399, 2, 6654, 3, 6910, 3, 7166, 3, 7422, 3, 7677, 4, 7933, 4, 8189, 4, 8446, 3, 8702, 3, 8959, 2]"
7f4cbe0b36b5d09466476a7d4e01f4f976c67872d549f4ff47b3e1e3a2b403af,"[25601, 4, 25608, 1, 25857, 8, 26113, 8, 26369, 8, 26625, 8, 26881, 9, 27137, 9, 27393, 9, 27649, 9, 27905, 8, 28161, 8, 28417, 7, 28673, 6, 28929, 5, 29185, 4]"
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,"[9516, 5, 9766, 13, 10020, 16, 10275, 18, 10531, 19, 10787, 20, 11043, 21, 11299, 21, 11556, 20, 11815, 17, 12075, 13, 12334, 9, 12592, 5]"
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,"[35125, 3, 35379, 7, 35634, 9, 35890, 10, 36146, 11, 36402, 11, 36657, 12, 36913, 13, 37169, 13, 37425, 12, 37682, 11, 37939, 9, 38196, 5]"
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,"[45630, 1, 45883, 6, 46138, 8, 46394, 9, 46649, 10, 46905, 11, 47161, 12, 47417, 12, 47673, 12, 47929, 12, 48185, 12, 48443, 10, 48702, 7, 48959, 5]"
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,"[20292, 2, 20547, 7, 20802, 9, 21058, 9, 21313, 10, 21569, 11, 21824, 12, 22080, 12, 22336, 11, 22592, 11, 22849, 10, 23106, 8, 23364, 5]"
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,"[28169, 5, 28423, 10, 28678, 13, 28934, 14, 29191, 13, 29447, 13, 29704, 12, 29961, 11, 30218, 10, 30475, 8, 30732, 7, 30989, 5, 31247, 2]"
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,"[47625, 6, 47880, 9, 48135, 11, 48391, 11, 48646, 12, 48901, 13, 49157, 13, 49413, 13, 49670, 11, 49926, 11, 50182, 10, 50439, 8, 50698, 3]"
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,"[22619, 4, 22874, 6, 23128, 10, 23384, 10, 23640, 10, 23895, 10, 24151, 8, 24407, 4, 24663, 3, 24919, 3, 25176, 1]"
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,"[37969, 6, 38224, 8, 38479, 9, 38735, 9, 38991, 8, 39248, 6, 39505, 3]"
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,"[210, 15, 468, 13, 726, 9]"
0e132f71c8b4875c3c2dd7a22997468a3e842b46aa9bd47cf7b0e8b7d63f0925,"[8255, 6, 8509, 9, 8763, 12, 9017, 15, 9271, 18, 9527, 18, 9783, 19, 10039, 19, 10295, 19, 10552, 18, 10810, 15, 11067, 13, 11324, 8]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[3304, 1, 4162, 3, 4421, 5, 4681, 5, 4941, 5, 5247, 1, 11096, 4, 11356, 4, 11616, 4, 11876, 4, 12136, 4, 12396, 4, 12656, 4, 20332, 1, 20592, 1, 20852, 1, 21112, 1, 21891, 1, 24797, 1, 25318, 1, 26621, 5, 36432, 6, 40723, 1, 55600, 1, 55863, 2, 56126, 1, 56637, 5, 56897, 3, 56904, 3, 57157, 6, 57164, 3, 57417, 11, 57678, 10, 57941, 5, 67622, 2, 67875, 12, 68131, 17, 68388, 20, 68646, 22, 68905, 23, 69165, 23, 69425, 22, 69685, 22, 69945, 21, 70205, 20, 70470, 14, 70735, 7]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[49972, 7, 50230, 13, 50489, 15, 50748, 18, 51008, 18, 51268, 19, 51528, 19, 51788, 19, 52048, 19, 52309, 18, 52570, 16, 52831, 14, 53094, 6]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[50212, 4, 50467, 11, 50726, 13, 50984, 15, 51243, 16, 51502, 17, 51761, 18, 52021, 18, 52280, 19, 52540, 18, 52800, 18, 53060, 17, 53320, 16, 53580, 15, 53840, 14, 54101, 11, 54361, 9, 54623, 4]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[84518, 4, 84773, 13, 85030, 17, 85289, 20, 85548, 21, 85808, 22, 86068, 23, 86328, 23, 86588, 23, 86848, 24, 87109, 23, 87370, 21, 87631, 20, 87892, 18, 88153, 16, 88415, 13, 88679, 6]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[3785, 15, 4041, 19, 4300, 21, 4559, 22, 4818, 23, 5079, 21, 5339, 20, 5600, 15]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[5831, 12, 6089, 16, 6348, 18, 6608, 19, 6867, 21, 7127, 22, 7387, 22, 7647, 22, 7908, 21, 8169, 20, 8431, 17, 8693, 15, 8957, 8]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[81916, 5, 82175, 10, 82434, 15, 82694, 16, 82954, 17, 83214, 17, 83474, 17, 83734, 16, 83994, 16, 84257, 12, 84522, 4]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[68008, 9, 68266, 11, 68524, 14, 68782, 15, 69041, 16, 69301, 15, 69560, 15, 69820, 15, 70080, 14, 70340, 14, 70601, 12, 70862, 8]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[68968, 3, 69225, 8, 69483, 12, 69742, 14, 70001, 15, 70261, 15, 70520, 16, 70779, 16, 71039, 15, 71300, 10, 71561, 7]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[19221, 7, 19478, 10, 19736, 12, 19994, 14, 20252, 16, 20511, 16, 20770, 16, 21030, 15, 21289, 15, 21549, 14, 21809, 12, 22070, 9, 22331, 6]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[69534, 8, 69792, 10, 70050, 12, 70308, 14, 70566, 16, 70825, 17, 71083, 18, 71342, 19, 71602, 18, 71861, 18, 72121, 17, 72381, 16, 72641, 14, 72901, 12, 73161, 11, 73422, 7]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[233, 14, 493, 15, 753, 15, 1013, 16, 1274, 16, 1534, 16, 1795, 16, 2056, 15, 2317, 14, 2578, 13, 2840, 11, 3103, 5]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[38347, 4, 38604, 9, 38860, 14, 39118, 17, 39378, 17, 39637, 18, 39897, 18, 40157, 18, 40417, 18, 40678, 17, 40938, 16, 41199, 15, 41461, 13, 41722, 11, 41984, 8]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[197, 17, 455, 19, 714, 19, 973, 20, 1232, 21, 1492, 20, 1751, 21, 2011, 19, 2271, 17, 2533, 13, 2796, 9]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[35245, 5, 35501, 11, 35758, 14, 36017, 15, 36276, 16, 36535, 17, 36794, 18, 37054, 17, 37314, 17, 37574, 16, 37834, 15, 38095, 12, 38356, 7]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[55478, 4, 55732, 15, 55989, 20, 56248, 22, 56507, 23, 56766, 24, 57026, 23, 57286, 21, 57546, 20, 57807, 19, 58069, 17, 58330, 13, 58591, 9]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[44819, 12, 45077, 17, 45336, 19, 45595, 20, 45854, 22, 46114, 22, 46375, 21, 46638, 18, 46906, 8]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[78654, 4, 78911, 10, 79169, 13, 79428, 15, 79688, 15, 79948, 15, 80208, 15, 80469, 14, 80730, 13, 80991, 12, 81253, 10, 81517, 5]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[23063, 8, 23318, 14, 23577, 16, 23836, 17, 24095, 19, 24354, 20, 24612, 22, 24871, 23, 25131, 23, 25391, 22, 25651, 22, 25911, 21, 26171, 20, 26432, 18, 26693, 15, 26954, 13, 27217, 8]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[12260, 8, 12518, 14, 12777, 17, 13037, 18, 13297, 18, 13557, 18, 13817, 18, 14078, 17, 14338, 17, 14599, 15, 14861, 10]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[42559, 5, 42817, 8, 43074, 12, 43333, 13, 43592, 14, 43852, 14, 44111, 15, 44371, 14, 44631, 14, 44891, 12, 45152, 10, 45412, 8]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[65981, 11, 66239, 14, 66498, 16, 66757, 17, 67017, 17, 67277, 16, 67537, 16, 67798, 14, 68059, 12, 68320, 10, 68581, 9, 68843, 5]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[73687, 7, 73945, 11, 74203, 14, 74462, 15, 74720, 17, 74979, 18, 75239, 18, 75498, 19, 75758, 19, 76018, 16, 76278, 14, 76538, 12, 76798, 11, 77059, 9, 77322, 4]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[62896, 6, 63153, 10, 63410, 13, 63667, 17, 63926, 19, 64186, 19, 64446, 20, 64706, 20, 64967, 18, 65227, 18, 65488, 16, 65748, 16, 66009, 14, 66271, 10, 66533, 7]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[81342, 12, 81601, 15, 81860, 16, 82119, 18, 82379, 18, 82639, 18, 82900, 17, 83161, 16, 83422, 15, 83683, 14, 83946, 8]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[8308, 4, 8565, 8, 8823, 11, 9081, 15, 9340, 18, 9600, 20, 9859, 21, 10119, 21, 10379, 21, 10640, 20, 10901, 19, 11163, 15, 11427, 6]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[50274, 6, 50532, 8, 50791, 9, 51050, 10, 51309, 10, 51568, 11, 51828, 9, 52087, 9, 52348, 7, 52608, 6, 52868, 4]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[48767, 6, 49024, 12, 49284, 12, 49544, 13, 49804, 13, 50065, 12, 50325, 12, 50586, 11, 50848, 9, 51110, 6]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[52704, 3, 52961, 7, 53217, 11, 53476, 12, 53734, 14, 53994, 13, 54253, 13, 54513, 12, 54773, 10, 55033, 9, 55294, 6]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[42468, 6, 42726, 10, 42985, 12, 43245, 13, 43504, 14, 43764, 14, 44024, 14, 44284, 14, 44543, 14, 44803, 11, 45063, 9, 45324, 7, 45584, 6, 45845, 3]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[78224, 5, 78483, 7, 78741, 10, 78999, 12, 79258, 13, 79517, 14, 79777, 13, 80037, 13, 80297, 12, 80557, 11, 80818, 8]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[31388, 3, 31646, 7, 31904, 10, 32163, 11, 32422, 12, 32682, 12, 32942, 12, 33202, 12, 33462, 11, 33722, 11, 33982, 10, 34243, 9, 34504, 7, 34765, 4]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[29844, 2, 30100, 8, 30359, 10, 30618, 12, 30877, 13, 31137, 13, 31396, 15, 31656, 15, 31916, 15, 32176, 15, 32435, 16, 32695, 16, 32955, 16, 33216, 15, 33476, 15, 33737, 14, 33997, 14, 34258, 12, 34518, 12, 34778, 11, 35039, 9, 35300, 6]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[16510, 9, 16768, 16, 17027, 23, 17286, 25, 17546, 25, 17806, 25, 18067, 23, 18329, 20, 18594, 12]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[39928, 10, 40186, 15, 40444, 19, 40702, 21, 40961, 23, 41221, 24, 41481, 24, 41740, 25, 42001, 24, 42261, 24, 42522, 21, 42783, 17, 43044, 12, 43305, 8]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[38930, 4, 39184, 13, 39441, 17, 39698, 21, 39957, 22, 40216, 23, 40476, 22, 40737, 19, 41001, 8]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[62866, 3, 63119, 13, 63377, 16, 63637, 16, 63897, 16, 64157, 16, 64418, 14, 64678, 14, 64940, 10, 65201, 7]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[59552, 4, 59810, 9, 60069, 11, 60328, 13, 60588, 14, 60848, 15, 61108, 15, 61368, 16, 61629, 15, 61889, 16, 62149, 16, 62410, 15, 62670, 15, 62931, 14, 63192, 12, 63452, 11, 63713, 10, 63973, 10, 64234, 8, 64495, 6, 64756, 4]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[2643, 3, 2900, 7, 3159, 8, 3418, 9, 3676, 11, 3935, 13, 4195, 13, 4454, 14, 4714, 14, 4973, 15, 5233, 14, 5493, 14, 5753, 13, 6014, 9, 6275, 4]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[53426, 5, 53685, 8, 53943, 11, 54203, 11, 54462, 12, 54721, 13, 54981, 13, 55240, 14, 55499, 15, 55759, 15, 56019, 15, 56279, 15, 56539, 15, 56798, 15, 57058, 15, 57318, 15, 57579, 14, 57839, 14, 58099, 14, 58359, 14, 58619, 13, 58880, 12, 59140, 11, 59401, 9, 59662, 7]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[28415, 3, 28674, 10, 28934, 15, 29194, 18, 29454, 22, 29715, 22, 29976, 21, 30237, 17, 30500, 10]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[6929, 3, 7185, 9, 7443, 11, 7701, 13, 7959, 15, 8219, 15, 8478, 16, 8738, 15, 8998, 14, 9258, 13, 9518, 12, 9779, 9, 10041, 4]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[36429, 3, 36438, 2, 36687, 14, 36945, 16, 37204, 17, 37464, 17, 37723, 18, 37982, 19, 38241, 19, 38501, 18, 38761, 17, 39020, 17, 39280, 17, 39540, 16, 39800, 15, 40060, 14, 40321, 12, 40581, 11, 40842, 8, 41103, 5]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[41360, 4, 41618, 8, 41877, 10, 42136, 11, 42395, 13, 42655, 13, 42915, 14, 43174, 15, 43434, 16, 43694, 16, 43954, 16, 44214, 16, 44474, 17, 44735, 15, 44995, 15, 45255, 15, 45516, 13, 45777, 11, 46039, 7]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[16746, 7, 16999, 14, 17256, 18, 17515, 19, 17775, 19, 18035, 19, 18295, 19, 18557, 17, 18820, 13, 19085, 5]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[29435, 4, 29693, 9, 29952, 11, 30211, 13, 30471, 13, 30731, 14, 30991, 14, 31251, 14, 31511, 15, 31771, 15, 32031, 15, 32291, 15, 32551, 16, 32812, 15, 33072, 15, 33332, 15, 33593, 14, 33854, 13, 34114, 12, 34377, 6]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[58019, 4, 58277, 10, 58536, 13, 58796, 13, 59056, 13, 59317, 12, 59577, 12, 59838, 11, 60102, 6]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[366, 8, 625, 10, 885, 10, 1145, 11, 1404, 12, 1664, 11, 1925, 10, 2185, 10, 2446, 8, 2707, 5]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[25746, 6, 26003, 10, 26263, 10, 26523, 10, 26782, 11, 27042, 11, 27302, 10, 27563, 8, 27824, 5]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[56925, 1, 57180, 9, 57438, 12, 57697, 13, 57956, 14, 58216, 14, 58475, 15, 58735, 14, 58996, 12, 59257, 9, 59519, 5]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[33835, 6, 34093, 10, 34351, 12, 34611, 12, 34870, 13, 35130, 13, 35390, 13, 35650, 12, 35910, 12, 36171, 10]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[36565, 7, 36824, 9, 37083, 11, 37343, 11, 37603, 12, 37863, 12, 38123, 12, 38383, 12, 38644, 11, 38904, 11, 39164, 11, 39424, 11, 39684, 11, 39943, 12, 40203, 12, 40463, 12, 40724, 10, 40984, 9, 41245, 7]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[19802, 10, 20060, 13, 20319, 13, 20578, 14, 20837, 15, 21096, 16, 21356, 16, 21616, 16, 21876, 15, 22137, 14, 22399, 12, 22661, 9, 22922, 6, 23183, 3]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[46202, 5, 46460, 9, 46719, 11, 46978, 12, 47237, 14, 47497, 14, 47757, 14, 48016, 15, 48276, 15, 48536, 15, 48796, 15, 49056, 15, 49317, 14, 49577, 14, 49837, 13, 50098, 12, 50359, 10, 50621, 5]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[87045, 4, 87302, 11, 87561, 14, 87820, 17, 88079, 19, 88338, 20, 88597, 22, 88857, 23, 89117, 23, 89377, 23, 89641, 19, 89906, 14]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[36114, 5, 36371, 9, 36629, 12, 36888, 13, 37147, 14, 37407, 14, 37667, 14, 37927, 14, 38187, 14, 38448, 12, 38710, 10, 38972, 4]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[73797, 4, 74056, 6, 74314, 8, 74573, 10, 74832, 11, 75091, 12, 75350, 13, 75609, 14, 75868, 14, 76128, 14, 76387, 15, 76645, 16, 76904, 15, 77163, 15, 77422, 14, 77681, 14, 77941, 13, 78200, 14, 78460, 13, 78720, 12, 78980, 11, 79240, 10, 79500, 10, 79761, 8, 80021, 7]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[83439, 3, 83698, 6, 83956, 9, 84215, 11, 84475, 11, 84735, 11, 84995, 10, 85255, 10, 85515, 9, 85774, 9, 86034, 6]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[66142, 4, 66400, 8, 66654, 1, 66659, 9, 66913, 15, 67173, 15, 67433, 15, 67693, 15, 67953, 15, 68213, 14, 68473, 14, 68733, 14, 68995, 11, 69256, 10, 69517, 8, 69779, 5]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[59782, 5, 60039, 9, 60298, 11, 60558, 12, 60818, 14, 61077, 15, 61337, 15, 61597, 15, 61857, 15, 62118, 14, 62378, 12, 62641, 6]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[61649, 5, 61908, 7, 62167, 8, 62426, 9, 62686, 9, 62945, 10, 63205, 10, 63464, 11, 63724, 10, 63984, 9, 64245, 6]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[18379, 3, 18637, 8, 18896, 10, 19156, 10, 19416, 11, 19676, 11, 19937, 10, 20197, 10, 20457, 10, 20718, 9, 20979, 7, 21241, 5]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[41382, 3, 41641, 6, 41901, 7, 42160, 8, 42420, 8, 42680, 8, 42940, 8, 43201, 7, 43462, 4]"
699f2992cd71e2e28cf45f81347ff22e76b37541ce88087742884cd0e9aadc68,"[24530, 6, 24788, 9, 25047, 11, 25307, 11, 25567, 12, 25827, 12, 26087, 13, 26348, 12, 26609, 10, 26871, 4]"
